og_index,tconst
1231361,10459872
1231761,10460560
1231797,10460622
1231887,10460790
1231889,10460794
1231893,10460800
1231936,10460876
1231951,10460904
1232001,10460990
1232055,10461084
1232145,10461238
1232212,10461352
1232272,10461464
1232315,10461540
1232363,10461630
1232383,10461666
1232547,10461980
1232561,10462006
1232636,10462138
1232658,10462176
1232679,10462212
1232687,10462228
1232689,10462230
1232690,10462232
1232692,10462238
1232699,10462250
1232704,10462260
1232722,10462302
1232822,10462478
1232828,10462488
1232907,10462632
1232914,10462646
1232917,10462650
1232921,10462658
1232929,10462670
1232991,10462774
1233008,10462808
1233010,10462812
1233013,10462818
1233016,10462822
1233018,10462826
1233019,10462828
1233022,10462832
1233024,10462836
1233025,10462838
1233027,10462840
1233029,10462844
1233033,10462850
1233036,10462856
1233061,10462900
1233079,10462930
1233119,10463006
1233183,10463126
1233245,10463234
1233267,10463270
1233299,10463328
1233350,10463422
1233488,10463668
1233503,10463692
1233520,10463720
1233947,10464450
1234237,10464952
1234245,10464968
1234313,10465084
1234402,10465232
1234535,10465456
1234575,10465524
1234712,10465764
1234788,10465900
1234830,10465972
1234844,10465998
1234949,10466182
1234955,10466192
1234962,10466204
1234979,10466232
1234987,10466246
1234992,10466254
1235040,10466336
1235043,10466340
1235046,10466346
1235099,10466444
1235155,10466554
1235177,10466616
1235335,10466908
1235381,10466994
1235386,10467002
1235431,10467082
1235435,10467090
1235550,10467286
1235551,10467288
1235553,10467290
1235555,10467294
1235556,10467296
1235560,10467302
1235561,10467304
1235563,10467308
1235565,10467310
1235569,10467318
1235572,10467322
1235573,10467324
1235578,10467332
1235579,10467334
1235580,10467336
1235581,10467338
1235583,10467342
1235585,10467346
1235589,10467354
1235590,10467356
1235646,10467460
1235647,10467464
1235673,10467508
1235693,10467542
1235815,10467754
1235836,10467792
1235872,10467858
1235898,10467900
1235917,10467932
1236001,10468080
1236002,10468082
1236005,10468088
1236014,10468102
1236015,10468104
1236016,10468106
1236019,10468110
1236020,10468112
1236021,10468114
1236058,10468182
1236150,10468350
1236161,10468374
1236189,10468426
1236206,10468454
1236249,10468526
1236309,10468632
1236311,10468636
1236319,10468650
1236331,10468670
1236332,10468672
1236345,10468698
1236439,10468872
1236445,10468882
1236543,10469048
1236584,10469118
1236739,10469384
1236863,10469612
1236943,10469766
1236958,10469798
1237030,10469928
1237105,10470060
1237107,10470064
1237324,10470434
1237326,10470438
1237380,10470528
1237390,10470544
1237689,10471082
1237830,10471348
1237851,10471386
1237871,10471420
1237879,10471436
1238014,10471670
1238051,10471738
1238058,10471750
1238077,10471782
1238246,10472082
1238258,10472104
1238267,10472122
1238343,10472264
1238354,10472282
1238356,10472286
1238360,10472292
1238439,10472436
1238466,10472482
1238610,10472748
1238630,10472784
1238683,10472884
1238689,10472894
1238698,10472916
1238713,10472942
1238724,10472960
1238736,10472980
1238739,10472986
1238845,10473174
1238888,10473250
1238892,10473258
1238948,10473356
1238949,10473358
1238954,10473366
1238955,10473368
1238958,10473372
1238963,10473380
1238966,10473386
1238971,10473394
1238972,10473396
1238973,10473398
1238975,10473400
1238976,10473402
1238977,10473404
1238978,10473406
1238979,10473408
1238981,10473410
1238983,10473414
1238984,10473416
1238998,10473442
1238999,10473444
1239000,10473446
1239003,10473454
1239008,10473464
1239080,10473598
1239102,10473636
1239271,10473920
1239522,10474348
1239527,10474356
1239530,10474360
1239531,10474362
1239539,10474378
1239541,10474380
1239542,10474382
1239544,10474386
1239548,10474394
1239556,10474408
1239558,10474410
1239559,10474412
1239564,10474420
1239568,10474428
1239571,10474432
1239600,10474480
1239606,10474490
1239608,10474494
1239610,10474498
1239614,10474504
1239618,10474510
1239619,10474512
1239624,10474520
1239628,10474528
1239651,10474568
1239778,10474784
1239822,10474858
1239825,10474862
1239923,10475034
1239963,10475100
1240083,10475304
1240300,10475672
1240408,10475856
1240414,10475866
1240435,10475900
1240666,10476298
1240688,10476336
1240733,10476412
1240750,10476444
1240805,10476540
1240882,10476682
1240944,10476788
1240967,10476832
1240989,10476870
1240999,10476888
1241178,10477214
1241263,10477366
1241369,10477558
1241430,10477668
1241531,10477838
1241542,10477858
1241586,10477938
1241593,10477950
1241617,10477996
1241637,10478036
1241640,10478044
1241649,10478064
1241846,10478420
1241922,10478556
1241969,10478640
1241988,10478674
1242076,10478834
1242077,10478836
1242096,10478868
1242098,10478870
1242099,10478872
1242101,10478876
1242133,10478934
1242216,10479074
1242412,10479414
1242597,10479726
1242852,10480152
1242903,10480242
1243069,10480532
1243227,10480798
1243356,10481020
1243664,10481548
1243786,10481760
1243803,10481792
1243843,10481862
1243846,10481868
1243860,10481890
1243872,10481912
1243896,10481954
1243908,10481976
1243917,10481990
1243919,10481996
1243932,10482020
1243938,10482032
1243957,10482064
1243962,10482072
1243985,10482116
1244063,10482250
1244145,10482394
1244159,10482418
1244176,10482446
1244343,10482746
1244348,10482754
1244352,10482764
1244353,10482766
1244373,10482802
1244398,10482844
1244402,10482850
1244548,10483102
1244561,10483126
1244877,10483680
1244878,10483682
1244879,10483684
1244903,10483728
1244908,10483736
1244952,10483816
1245007,10483912
1245490,10484744
1245582,10484902
1245633,10484992
1245665,10485048
1245724,10485148
1245869,10485396
1245952,10485536
1245953,10485538
1246052,10485708
1246121,10485822
1246187,10485932
1246314,10486148
1246328,10486170
1246362,10486228
1246765,10486934
1246824,10487032
1247035,10487412
1247043,10487426
1247144,10487644
1247164,10487680
1247186,10487722
1247193,10487736
1247210,10487766
1247287,10487912
1247295,10487926
1247303,10487940
1247363,10488040
1247527,10488322
1247557,10488372
1247565,10488388
1247570,10488396
1247575,10488406
1247579,10488412
1247582,10488418
1247587,10488426
1247590,10488430
1247591,10488432
1247671,10488572
1247784,10488782
1247843,10488882
1247849,10488892
1247861,10488912
1247881,10488948
1248079,10489290
1248112,10489348
1248130,10489382
1248159,10489432
1248229,10489552
1248344,10489754
1248345,10489756
1248359,10489780
1248401,10489854
1248818,10490584
1249111,10491082
1249208,10491250
1249437,10491676
1249515,10491806
1249911,10492484
1249984,10492618
1250042,10492728
1250044,10492730
1250045,10492736
1250064,10492770
1250068,10492778
1250137,10492896
1250231,10493060
1250737,10494006
1250786,10494090
1250831,10494170
1250850,10494204
1250879,10494260
1250964,10494406
1251245,10494922
1251333,10495074
1251726,10495746
1251822,10495912
1251834,10495934
1251918,10496076
1252326,10496762
1252771,10497516
1252854,10497662
1252943,10497826
1252990,10497908
1252994,10497914
1252995,10497916
1253002,10497928
1253005,10497932
1253006,10497934
1253008,10497938
1253014,10497948
1253016,10497950
1253017,10497952
1253024,10497966
1253025,10497968
1253027,10497970
1253035,10497986
1253036,10497988
1253041,10497996
1253042,10497998
1253046,10498004
1253047,10498006
1253054,10498018
1253056,10498020
1253383,10498588
1253416,10498644
1253429,10498666
1253461,10498722
1253512,10498810
1253521,10498828
1253676,10499108
1253765,10499260
1253807,10499334
1253824,10499366
1253854,10499416
1253855,10499418
1253858,10499422
1253859,10499424
1253860,10499426
1253863,10499430
1253865,10499434
1253866,10499436
1253867,10499438
1253869,10499440
1253870,10499442
1253873,10499448
1253875,10499450
1253878,10499456
1253879,10499458
1253881,10499460
1253882,10499462
1253885,10499468
1253887,10499470
1253888,10499472
1253890,10499476
1253896,10499488
1253900,10499494
1253903,10499500
1253904,10499502
1253906,10499506
1253908,10499510
1253909,10499512
1253911,10499516
1253912,10499518
1253928,10499552
1253975,10499646
1253976,10499648
1254020,10499722
1254180,10500020
1254245,10500136
1254249,10500142
1254254,10500150
1254354,10500326
1254362,10500340
1254366,10500348
1254369,10500352
1254371,10500356
1254377,10500366
1254382,10500374
1254406,10500414
1254422,10500440
1254424,10500444
1254428,10500450
1254444,10500478
1254448,10500484
1254452,10500490
1254454,10500494
1254455,10500498
1254457,10500500
1254465,10500514
1254475,10500532
1254482,10500544
1254487,10500552
1254498,10500574
1254538,10500644
1254542,10500650
1254550,10500666
1254762,10501024
1255223,10501808
1255325,10501980
1255866,10502906
1255867,10502908
1255963,10503070
1256103,10503318
1256265,10503594
1256351,10503742
1256456,10503934
1256558,10504110
1256583,10504154
1256601,10504184
1256750,10504446
1256774,10504488
1256779,10504496
1256827,10504576
1256927,10504752
1256950,10504794
1257014,10504904
1257028,10504928
1257050,10504966
1257084,10505024
1257086,10505028
1257088,10505030
1257089,10505032
1257095,10505042
1257101,10505052
1257107,10505062
1257108,10505064
1257109,10505066
1257115,10505076
1257119,10505082
1257122,10505088
1257126,10505094
1257130,10505100
1257131,10505102
1257132,10505104
1257136,10505112
1257141,10505120
1257142,10505122
1257145,10505128
1257157,10505148
1257163,10505158
1257230,10505278
1257306,10505416
1257309,10505420
1257310,10505422
1257311,10505424
1257318,10505436
1257322,10505442
1257324,10505446
1257325,10505448
1257333,10505460
1257336,10505466
1257337,10505468
1257343,10505478
1257347,10505484
1257349,10505488
1257351,10505490
1257354,10505496
1257355,10505498
1257391,10505558
1257414,10505598
1257425,10505616
1257698,10506096
1257785,10506250
1257895,10506436
1257928,10506490
1258186,10506946
1258321,10507176
1258493,10507478
1258510,10507510
1258735,10507902
1258755,10507938
1258859,10508116
1258863,10508122
1258899,10508182
1258944,10508258
1259009,10508366
1259014,10508376
1259029,10508400
1259056,10508450
1259058,10508454
1259070,10508474
1259117,10508558
1259139,10508594
1259156,10508622
1259216,10508722
1259231,10508752
1259243,10508774
1259277,10508838
1259432,10509124
1259434,10509128
1259444,10509148
1259454,10509164
1259726,10509642
1259998,10510136
1260056,10510254
1260093,10510320
1260108,10510346
1260278,10510654
1260323,10510736
1260329,10510748
1260406,10510888
1260459,10510988
1260501,10511068
1260668,10511408
1260670,10511410
1260832,10511716
1260897,10511826
1261236,10512418
1261576,10513002
1261612,10513072
1261732,10513286
1261808,10513416
1261843,10513474
1261931,10513622
1262134,10513982
1262308,10514312
1262335,10514370
1262376,10514450
1262378,10514454
1262385,10514468
1262420,10514532
1262461,10514608
1262476,10514632
1262545,10514756
1262638,10514914
1262734,10515086
1262782,10515174
1262784,10515178
1262787,10515182
1262789,10515188
1262791,10515190
1262798,10515204
1262803,10515214
1262804,10515216
1262808,10515222
1262811,10515228
1262812,10515230
1262819,10515244
1262822,10515250
1262824,10515256
1262869,10515340
1262897,10515394
1262903,10515404
1262905,10515408
1262923,10515438
1262937,10515460
1262949,10515480
1262980,10515534
1262981,10515536
1262985,10515542
1262986,10515544
1262988,10515548
1262990,10515550
1262991,10515552
1262996,10515560
1262997,10515562
1263000,10515568
1263002,10515570
1263003,10515572
1263004,10515574
1263007,10515580
1263010,10515588
1263013,10515592
1263018,10515600
1263024,10515610
1263053,10515668
1263121,10515786
1263159,10515854
1263166,10515866
1263170,10515872
1263194,10515920
1263202,10515934
1263203,10515936
1263208,10515944
1263209,10515946
1263214,10515954
1263235,10515994
1263251,10516022
1263266,10516048
1263274,10516060
1263277,10516066
1263278,10516068
1263282,10516076
1263288,10516086
1263297,10516100
1263309,10516120
1263312,10516126
1263313,10516128
1263315,10516130
1263516,10516484
1264333,10517890
1264351,10517922
1264439,10518070
1264455,10518098
1264512,10518196
1264690,10518496
1264939,10518924
1264944,10518932
1264945,10518934
1264946,10518936
1264951,10518944
1265068,10519146
1265088,10519182
1265105,10519214
1265196,10519380
1265350,10519662
1265395,10519740
1265402,10519752
1265428,10519798
1265477,10519888
1265565,10520050
1265567,10520054
1265746,10520370
1265754,10520386
1265757,10520392
1265960,10520750
1265987,10520804
1265997,10520822
1265998,10520824
1266020,10520860
1266021,10520862
1266022,10520864
1266028,10520874
1266029,10520876
1266032,10520880
1266035,10520886
1266036,10520888
1266040,10520894
1266092,10520980
1266096,10520988
1266098,10520990
1266099,10520992
1266100,10520994
1266104,10521000
1266106,10521004
1266113,10521018
1266115,10521020
1266117,10521024
1266118,10521026
1266119,10521028
1266121,10521030
1266125,10521038
1266128,10521042
1266136,10521056
1266148,10521082
1266149,10521084
1266212,10521192
1266234,10521234
1266240,10521244
1266247,10521256
1266251,10521262
1266253,10521266
1266254,10521268
1266258,10521274
1266264,10521284
1266275,10521304
1266276,10521306
1266279,10521310
1266280,10521312
1266283,10521318
1266291,10521334
1266292,10521336
1266293,10521338
1266296,10521342
1266297,10521344
1266298,10521346
1266300,10521350
1266303,10521358
1266336,10521436
1266348,10521458
1266487,10521708
1266496,10521726
1266547,10521814
1266549,10521818
1266866,10522354
1267210,10522932
1267244,10522990
1267245,10522992
1267319,10523122
1267321,10523126
1267322,10523128
1267486,10523404
1267952,10524226
1267971,10524262
1268027,10524364
1268077,10524450
1268144,10524574
1268170,10524624
1268188,10524654
1268225,10524720
1268238,10524746
1268281,10524828
1268308,10524876
1268317,10524890
1268392,10525018
1268422,10525072
1268451,10525120
1268478,10525174
1268618,10525422
1268650,10525480
1269018,10526134
1269109,10526292
1269171,10526406
1269226,10526502
1269300,10526632
1269785,10527470
1269825,10527538
1270427,10528564
1270883,10529344
1271002,10529554
1271017,10529582
1271073,10529682
1271138,10529800
1271142,10529808
1271158,10529836
1271203,10529922
1271251,10530020
1271307,10530128
1271359,10530222
1271385,10530266
1271394,10530286
1271411,10530314
1271456,10530392
1271476,10530428
1271604,10530658
1271607,10530662
1271641,10530720
1271867,10531134
1272873,10532840
1272904,10532896
1273011,10533078
1273293,10533570
1273393,10533744
1273432,10533810
1273441,10533828
1273456,10533852
1273473,10533880
1273509,10533940
1273563,10534040
1273570,10534052
1273681,10534256
1273796,10534500
1273803,10534512
1273805,10534516
1273808,10534520
1273965,10534786
1273995,10534836
1274068,10534962
1274075,10534974
1274076,10534976
1274092,10535004
1274115,10535046
1274136,10535080
1274173,10535146
1274223,10535236
1274229,10535246
1274247,10535278
1274330,10535422
1274385,10535546
1274409,10535586
1274414,10535594
1275021,10536646
1275472,10537434
1275498,10537484
1275588,10537634
1275790,10537978
1275884,10538136
1276008,10538348
1276115,10538532
1276153,10538596
1276170,10538624
1276180,10538640
1276195,10538668
1276234,10538732
1276246,10538752
1276318,10538884
1276339,10538920
1276402,10539032
1276423,10539068
1276463,10539136
1276464,10539138
1276479,10539164
1276484,10539172
1276503,10539204
1276509,10539214
1276519,10539230
1276525,10539240
1276545,10539278
1276589,10539358
1276672,10539502
1276972,10540024
1277005,10540084
1277026,10540120
1277043,10540150
1277072,10540200
1277082,10540218
1277141,10540320
1277148,10540334
1277154,10540344
1277184,10540398
1277217,10540456
1277238,10540492
1277344,10540674
1277420,10540816
1277545,10541028
1277586,10541096
1277604,10541126
1277608,10541134
1277849,10541546
1277858,10541560
1277861,10541566
1277887,10541610
1277893,10541620
1277922,10541670
1278013,10541828
1278230,10542194
1278241,10542212
1278389,10542462
1278407,10542492
1278452,10542568
1278464,10542588
1278549,10542730
1278680,10542954
1279120,10543710
1279255,10543950
1279339,10544094
1279344,10544106
1279373,10544158
1279463,10544316
1279485,10544356
1279517,10544422
1279528,10544442
1279557,10544498
1279567,10544518
1279584,10544554
1279645,10544664
1279653,10544678
1279661,10544694
1279745,10544840
1279826,10544980
1279857,10545040
1279876,10545076
1279935,10545182
1279953,10545214
1280081,10545446
1280095,10545470
1280097,10545474
1280098,10545476
1280103,10545484
1280176,10545608
1280233,10545706
1280299,10545822
1280367,10545940
1280389,10545982
1280410,10546018
1280451,10546096
1280452,10546098
1280543,10546254
1280601,10546354
1280624,10546394
1280962,10546990
1281268,10547512
1281270,10547516
1281431,10547792
1281453,10547830
1281638,10548140
1281984,10548758
1282121,10549008
1282146,10549056
1282179,10549118
1282213,10549174
1282312,10549360
1282394,10549500
1282920,10550402
1283038,10550604
1283114,10550736
1283135,10550772
1283199,10550884
1283220,10550922
1283222,10550926
1283260,10550990
1283334,10551118
1283340,10551128
1283348,10551144
1283352,10551150
1283357,10551160
1283424,10551274
1283429,10551282
1283430,10551284
1283455,10551326
1283470,10551350
1283493,10551390
1283497,10551398
1283511,10551420
1283529,10551450
1283594,10551562
1283620,10551608
1283930,10552140
1284209,10552624
1284299,10552778
1284559,10553228
1284680,10553448
1284694,10553470
1284701,10553482
1284708,10553494
1284763,10553586
1284850,10553734
1284951,10553922
1285007,10554018
1285597,10555048
1285855,10555482
1285910,10555578
1286085,10555920
1286100,10555946
1286114,10555976
1286148,10556036
1286154,10556046
1286225,10556164
1286231,10556176
1286258,10556220
1286264,10556230
1286316,10556320
1286324,10556334
1286336,10556354
1286360,10556400
1286361,10556402
1286396,10556464
1286397,10556466
1286425,10556516
1286541,10556710
1286560,10556746
1287158,10557774
1287454,10558286
1287555,10558482
1287599,10558568
1287796,10558950
1287824,10558998
1287850,10559042
1287948,10559212
1287972,10559256
1288457,10560076
1288495,10560146
1288567,10560278
1288595,10560328
1288758,10560614
1288770,10560634
1288853,10560778
1288855,10560780
1288857,10560784
1288897,10560862
1288943,10560940
1288951,10560954
1288953,10560958
1288956,10560962
1288961,10560970
1289214,10561406
1289926,10562658
1289959,10562716
1289991,10562772
1290121,10563016
1290298,10563328
1290326,10563380
1290348,10563420
1290542,10563754
1290546,10563760
1290625,10563920
1290634,10563956
1290850,10564390
1290882,10564446
1290942,10564546
1290964,10564584
1290972,10564598
1290974,10564600
1291099,10564814
1291132,10564870
1291161,10564920
1291444,10565396
1292361,10566946
1292412,10567034
1292527,10567228
1292570,10567304
1292618,10567388
1292684,10567498
1292741,10567592
1292774,10567648
1292778,10567654
1293010,10568054
1293156,10568312
1293213,10568408
1293228,10568434
1293699,10569232
1293848,10569486
1293938,10569638
1293949,10569656
1293983,10569714
1294166,10570034
1294200,10570094
1294256,10570190
1294264,10570206
1294879,10571240
1295481,10572250
1295565,10572394
1295569,10572400
1295650,10572548
1295665,10572578
1295715,10572668
1295737,10572710
1295755,10572742
1295807,10572832
1295813,10572842
1295830,10572870
1295841,10572894
1295850,10572912
1295856,10572922
1296066,10573300
1296075,10573316
1296099,10573356
1296195,10573528
1296298,10573706
1296364,10573816
1296461,10573984
1296604,10574230
1296615,10574252
1296730,10574452
1296756,10574498
1296764,10574510
1296804,10574580
1296884,10574728
1296998,10574932
1297004,10574942
1297007,10574948
1297024,10574978
1297451,10575710
1297455,10575718
1297508,10575810
1297773,10576270
1297776,10576278
1297841,10576392
1297928,10576540
1297929,10576542
1297937,10576556
1297993,10576650
1298116,10576868
1298163,10576946
1298681,10577826
1298698,10577854
1298703,10577862
1298726,10577906
1298842,10578106
1298899,10578206
1298925,10578254
1298962,10578318
1298971,10578332
1298985,10578356
1299061,10578490
1299367,10579092
1299615,10579562
1299639,10579610
1299790,10579880
1299809,10579912
1299823,10579936
1299827,10579942
1299828,10579944
1299832,10579950
1299835,10579956
1299847,10579976
1299857,10579992
1299858,10579994
1299878,10580028
1299922,10580106
1299950,10580158
1299953,10580164
1300048,10580336
1300093,10580414
1300183,10580566
1300192,10580580
1300303,10580770
1300488,10581102
1300621,10581324
1300803,10581630
1300849,10581708
1300897,10581792
1300906,10581808
1300954,10581890
1301002,10581972
1301220,10582354
1301290,10582476
1301436,10582738
1301445,10582752
1301469,10582794
1301516,10582886
1301525,10582906
1301531,10582918
1301533,10582920
1301541,10582934
1301566,10582976
1301641,10583108
1301647,10583120
1301674,10583170
1301702,10583224
1301712,10583244
1301714,10583248
1301916,10583590
1301941,10583632
1302127,10583948
1302280,10584218
1302310,10584272
1302317,10584284
1302402,10584434
1302421,10584466
1302430,10584480
1302474,10584558
1302526,10584648
1302551,10584694
1302582,10584752
1302588,10584764
1302599,10584784
1302611,10584804
1302615,10584810
1302627,10584832
1302630,10584838
1302635,10584846
1302638,10584850
1302640,10584854
1302642,10584858
1302647,10584866
1302654,10584880
1302664,10584898
1302667,10584902
1302669,10584906
1302670,10584908
1302673,10584912
1302674,10584916
1302689,10584942
1302695,10584952
1302700,10584960
1302710,10584978
1302714,10584984
1302741,10585038
1302764,10585078
1302767,10585082
1302769,10585086
1302810,10585156
1302889,10585290
1303121,10585686
1303303,10586000
1303597,10586502
1303791,10586834
1303802,10586852
1304227,10587618
1304804,10588602
1304813,10588622
1304851,10588688
1304983,10588924
1305029,10589002
1305099,10589120
1305328,10589508
1305348,10589540
1305553,10589894
1305563,10589910
1305565,10589914
1305571,10589924
1305633,10590038
1305649,10590064
1305660,10590082
1305665,10590090
1305695,10590142
1305698,10590148
1305713,10590172
1305731,10590202
1305844,10590408
1305883,10590478
1305921,10590546
1306465,10591492
1306483,10591522
1306619,10591750
1306667,10591832
1306810,10592082
1306865,10592176
1307045,10592506
1307168,10592720
1307243,10592852
1307259,10592884
1307307,10592970
1307375,10593088
1307954,10594076
1308214,10594512
1308262,10594598
1308294,10594652
1308343,10594738
1308424,10594884
1308672,10595394
1309281,10596422
1309526,10596858
1309536,10596876
1309550,10596900
1309608,10597024
1309703,10597210
1309759,10597306
1309826,10597422
1309862,10597490
1309898,10597550
1309932,10597610
1310111,10597934
1310222,10598168
1310228,10598178
1310272,10598260
1310343,10598384
1310495,10598648
1310602,10598836
1310796,10599170
1310968,10599470
1312068,10601394
1312083,10601422
1312089,10601432
1312209,10601634
1312392,10601948
1312398,10601958
1312420,10601996
1312426,10602008
1312507,10602144
1312524,10602172
1312589,10602294
1312602,10602318
1312785,10602684
1312790,10602694
1312834,10602774
1312846,10602798
1312862,10602826
1313047,10603140
1313131,10603286
1313134,10603290
1313166,10603346
1313234,10603466
1313498,10603910
1313609,10604106
1313719,10604292
1313822,10604464
1313983,10604738
1314018,10604798
1314264,10605226
1314735,10606032
1314794,10606136
1315205,10606870
1315207,10606876
1315598,10607566
1315644,10607654
1315748,10607830
1315870,10608038
1316014,10608290
1316072,10608390
1316093,10608428
1316112,10608464
1316140,10608516
1316168,10608566
1316205,10608630
1316206,10608632
1316220,10608660
1316223,10608668
1316278,10608770
1316316,10608842
1316917,10609960
1317115,10610330
1317116,10610332
1317311,10610666
1317721,10611372
1317906,10611696
1318167,10612148
1318408,10612572
1318421,10612596
1318648,10613002
1318665,10613030
1318697,10613086
1318749,10613174
1318750,10613176
1318779,10613228
1318884,10613418
1318894,10613438
1318956,10613550
1318969,10613572
1318972,10613578
1319030,10613684
1319032,10613688
1319040,10613702
1319096,10613796
1319121,10613838
1319137,10613866
1319260,10614074
1319267,10614086
1319272,10614094
1319924,10615210
1319954,10615260
1320024,10615388
1320063,10615452
1320708,10616544
1320740,10616608
1320842,10616792
1321036,10617150
1321060,10617192
1321073,10617214
1321309,10617618
1321814,10618470
1322159,10619068
1322333,10619366
1322347,10619394
1322402,10619494
1322409,10619508
1322412,10619512
1322417,10619522
1322420,10619528
1322422,10619530
1322481,10619650
1322501,10619684
1322610,10619872
1322741,10620106
1322746,10620116
1323040,10620616
1323163,10620826
1323188,10620870
1323273,10621020
1323280,10621032
1323301,10621068
1323325,10621108
1323352,10621158
1323365,10621180
1323380,10621206
1323469,10621364
1323475,10621374
1323485,10621390
1323564,10621534
1323943,10622194
1323950,10622206
1323953,10622212
1323958,10622220
1324068,10622410
1324220,10622670
1324234,10622694
1324242,10622708
1324290,10622790
1324319,10622840
1324383,10622950
1324475,10623116
1324557,10623262
1324558,10623264
1324564,10623274
1324654,10623428
1324656,10623430
1324670,10623454
1324674,10623460
1324710,10623524
1324721,10623544
1324784,10623658
1324873,10623810
1324905,10623866
1324973,10623980
1325238,10624442
1325283,10624526
1325407,10624738
1325659,10625172
1325913,10625602
1326442,10626534
1326473,10626588
1326537,10626704
1326566,10626756
1326571,10626766
1326589,10626796
1326652,10626906
1326829,10627210
1326853,10627252
1326901,10627338
1326983,10627474
1327120,10627704
1327128,10627720
1327205,10627858
1327208,10627862
1327290,10628006
1327299,10628020
1327322,10628062
1327327,10628070
1327363,10628132
1327369,10628144
1327513,10628392
1327583,10628516
1327689,10628692
1328621,10630270
1329023,10630968
1329032,10630982
1329129,10631156
1329177,10631244
1329336,10631532
1329933,10632570
1330452,10633454
1330503,10633542
1330545,10633612
1330582,10633676
1330610,10633722
1330919,10634258
1330987,10634370
1330989,10634374
1331095,10634552
1331318,10634926
1331386,10635044
1331392,10635054
1331710,10635604
1331823,10635802
1332309,10636632
1332722,10637332
1332832,10637522
1332928,10637682
1333044,10637886
1333126,10638038
1333260,10638274
1333272,10638296
1333306,10638354
1333407,10638524
1333734,10639076
1334048,10639624
1334322,10640120
1334354,10640174
1334405,10640262
1334446,10640330
1334478,10640384
1334671,10640710
1334744,10640836
1334936,10641162
1335044,10641346
1335128,10641490
1335411,10641972
1335526,10642170
1335653,10642406
1335754,10642592
1336073,10643156
1336074,10643158
1336089,10643184
1336099,10643200
1336379,10643698
1336381,10643700
1336496,10643906
1336513,10643938
1336847,10644538
1336904,10644638
1336909,10644646
1336912,10644650
1336913,10644652
1336932,10644684
1336933,10644688
1336935,10644690
1336941,10644702
1336999,10644808
1337059,10644910
1337068,10644928
1337158,10645080
1337166,10645094
1337272,10645276
1337284,10645298
1337290,10645308
1337319,10645356
1337510,10645682
1337627,10645880
1337643,10645908
1338090,10646672
1338369,10647148
1338975,10648198
1338983,10648212
1339014,10648268
1339112,10648440
1339131,10648472
1339201,10648596
1339227,10648648
1339440,10649022
1339556,10649220
1339769,10649596
1339858,10649754
1340199,10650338
1340313,10650544
1340377,10650664
1340384,10650676
1340391,10650688
1340524,10650932
1340627,10651108
1340667,10651178
1340673,10651188
1340700,10651232
1340714,10651258
1340741,10651304
1340796,10651398
1340873,10651534
1340952,10651680
1341025,10651806
1341572,10652734
1341600,10652780
1341692,10652934
1341700,10652948
1341765,10653062
1341885,10653264
1341904,10653298
1341961,10653398
1342004,10653474
1342009,10653484
1342454,10654250
1342560,10654432
1342575,10654458
1342730,10654794
1342737,10654808
1342740,10654814
1342809,10654934
1343081,10655400
1343192,10655602
1343195,10655608
1343225,10655658
1343256,10655710
1343257,10655712
1343258,10655714
1343262,10655720
1343287,10655764
1343363,10655894
1343379,10655922
1343428,10656008
1343518,10656168
1343530,10656188
1343536,10656198
1343550,10656220
1343551,10656222
1343562,10656240
1343616,10656336
1344324,10657544
1344484,10657812
1344714,10658198
1344743,10658248
1344925,10658566
1345077,10658838
1345082,10658846
1345151,10658960
1345284,10659182
1345334,10659270
1345343,10659288
1345352,10659302
1345418,10659416
1345696,10659880
1345856,10660156
1345939,10660304
1345943,10660310
1345973,10660366
1345994,10660402
1346012,10660436
1346120,10660658
1346211,10660810
1346303,10660966
1346379,10661100
1346496,10661298
1346501,10661306
1346506,10661314
1346521,10661340
1346542,10661376
1346616,10661500
1346698,10661640
1346803,10661828
1346813,10661844
1346818,10661852
1346820,10661856
1346848,10661902
1346873,10661952
1346902,10662012
1346960,10662118
1346991,10662176
1346998,10662188
1347000,10662192
1347026,10662238
1347068,10662310
1347097,10662360
1347129,10662426
1347140,10662444
1347144,10662450
1347153,10662466
1347190,10662528
1347713,10663414
1348355,10664496
1348523,10664780
1348714,10665114
1348731,10665144
1348768,10665212
1348781,10665234
1348916,10665470
1348921,10665480
1349016,10665656
1349061,10665734
1349158,10665900
1349198,10665972
1349231,10666028
1349287,10666128
1349315,10666184
1349456,10666438
1349466,10666454
1349510,10666536
1349615,10666722
1349688,10666848
1349732,10666922
1349814,10667070
1349907,10667232
1350188,10667704
1350846,10668826
1351312,10669626
1351383,10669746
1351404,10669780
1351429,10669822
1351465,10669884
1351477,10669906
1351759,10670404
1351859,10670592
1351932,10670724
1352217,10671238
1352310,10671398
1352333,10671436
1353128,10672782
1353717,10673846
1353729,10673874
1353738,10673892
1353803,10674008
1354157,10674614
1354174,10674644
1354338,10674930
1354399,10675042
1354453,10675136
1354663,10675494
1354902,10675920
1354926,10675966
1354950,10676008
1354990,10676080
1355031,10676152
1355084,10676242
1355252,10676534
1355471,10676902
1355489,10676932
1356034,10677864
1356105,10677982
1356440,10678546
1356491,10678634
1356580,10678786
1357153,10679766
1357187,10679828
1357193,10679838
1357386,10680174
1357510,10680384
1357527,10680412
1357530,10680418
1357542,10680438
1357631,10680596
1357652,10680630
